question,answer_key,bleu_score,rouge1,rouge2,rougeL
What are the three states of matter?,A1,0.1895530307074404,0.5581395348837209,0.21176470588235294,0.4883720930232558
What are the three states of matter?,A2,0.1895530307074404,0.5581395348837209,0.21176470588235294,0.4883720930232558
What are the three states of matter?,A3,0.1895530307074404,0.5581395348837209,0.21176470588235294,0.4883720930232558
What are the three states of matter?,A4,0.1895530307074404,0.5581395348837209,0.21176470588235294,0.4883720930232558
What is the primary purpose of a computer's CPU?,A0,0.15675271955172634,0.6071428571428571,0.2363636363636364,0.5
What is the primary purpose of a computer's CPU?,A1,0.15675271955172634,0.6071428571428571,0.2363636363636364,0.5
What is the primary purpose of a computer's CPU?,A2,0.15675271955172634,0.6071428571428571,0.2363636363636364,0.5
What is the primary purpose of a computer's CPU?,A3,0.15675271955172634,0.6071428571428571,0.2363636363636364,0.5
What is the primary purpose of a computer's CPU?,A4,0.15675271955172634,0.6071428571428571,0.2363636363636364,0.5
What's the origin of the Operating System Linux?,A0,0.2583375468085146,0.6423357664233577,0.34074074074074073,0.5401459854014599
What's the origin of the Operating System Linux?,A1,0.19649683551832736,0.6277372262773723,0.3111111111111111,0.5255474452554745
What's the origin of the Operating System Linux?,A2,0.1900050789883813,0.5985401459854015,0.2814814814814815,0.4963503649635037
What's the origin of the Operating System Linux?,A3,0.18142061459318753,0.583941605839416,0.2518518518518518,0.4817518248175182
What's the origin of the Operating System Linux?,A4,0.17459301926267626,0.5693430656934306,0.23703703703703705,0.4817518248175182
In what ways can we stop a fire?,A0,0.237189186195226,0.6766169154228856,0.2412060301507538,0.4975124378109453
In what ways can we stop a fire?,A1,0.17150459052061987,0.6467661691542288,0.20100502512562815,0.46766169154228854
In what ways can we stop a fire?,A2,0.10104179563251417,0.6069651741293532,0.17085427135678394,0.427860696517413
In what ways can we stop a fire?,A3,0.09430750003112973,0.5870646766169154,0.16080402010050254,0.4079601990049751
In what ways can we stop a fire?,A4,0.09356192772226755,0.5671641791044776,0.16080402010050254,0.3880597014925374
What is the difference between a value function and an action-value function in reinforcement learning?,A0,0.25971669875283737,0.64,0.3243243243243243,0.5733333333333334
What is the difference between a value function and an action-value function in reinforcement learning?,A1,0.25971669875283737,0.64,0.3243243243243243,0.5733333333333334
What is the difference between a value function and an action-value function in reinforcement learning?,A2,0.25971669875283737,0.64,0.3243243243243243,0.5733333333333334
What is the difference between a value function and an action-value function in reinforcement learning?,A3,0.25971669875283737,0.64,0.3243243243243243,0.5733333333333334
What is the difference between a value function and an action-value function in reinforcement learning?,A4,0.25971669875283737,0.64,0.3243243243243243,0.5733333333333334
What was the Castlereagh–Canning duel?,A0,0.2854873973945299,0.7029702970297029,0.38,0.5445544554455445
What was the Castlereagh–Canning duel?,A1,0.24418851642607833,0.6534653465346535,0.32,0.5148514851485149
What was the Castlereagh–Canning duel?,A2,0.20735851563830693,0.6237623762376239,0.27999999999999997,0.4851485148514851
What was the Castlereagh–Canning duel?,A3,0.14886623960852882,0.576923076923077,0.22330097087378642,0.4423076923076923
What was the Castlereagh–Canning duel?,A4,0.09871527041698133,0.5507246376811593,0.1951219512195122,0.41545893719806765
"Where is the spring snowflake flower native, and where was it naturalized?",A0,0.3625840681169638,0.723404255319149,0.48920863309352514,0.6666666666666666
"Where is the spring snowflake flower native, and where was it naturalized?",A1,0.3248832679772945,0.6906474820143884,0.45255474452554745,0.6330935251798562
"Where is the spring snowflake flower native, and where was it naturalized?",A2,0.2404125007652397,0.6376811594202898,0.38235294117647056,0.5797101449275363
"Where is the spring snowflake flower native, and where was it naturalized?",A3,0.2212782107149565,0.6231884057971013,0.3676470588235294,0.5652173913043479
"Where is the spring snowflake flower native, and where was it naturalized?",A4,0.21242625526275302,0.608695652173913,0.338235294117647,0.5507246376811594
"I am a two-digit number. My tens digit is 3 times my ones digit, and the sum of my digits is 12. What number am I?",A0,0.14077431993041722,0.583941605839416,0.2222222222222222,0.45255474452554745
"I am a two-digit number. My tens digit is 3 times my ones digit, and the sum of my digits is 12. What number am I?",A1,0.07471787107187977,0.5255474452554744,0.14814814814814814,0.4087591240875913
"I am a two-digit number. My tens digit is 3 times my ones digit, and the sum of my digits is 12. What number am I?",A2,0.07471787107187977,0.5255474452554744,0.14814814814814814,0.4087591240875913
"I am a two-digit number. My tens digit is 3 times my ones digit, and the sum of my digits is 12. What number am I?",A3,0.03447625856987602,0.3795620437956205,0.11851851851851851,0.3211678832116788
"I am a two-digit number. My tens digit is 3 times my ones digit, and the sum of my digits is 12. What number am I?",A4,0.02710093537238504,0.3357664233576642,0.1037037037037037,0.2773722627737226
What is the difference between Taoism as religion and philosophy?,A0,0.1521087043587915,0.5228215767634854,0.20083682008368203,0.4066390041493776
What is the difference between Taoism as religion and philosophy?,A1,0.10254267061395209,0.4979253112033194,0.16736401673640167,0.3817427385892116
What is the difference between Taoism as religion and philosophy?,A2,0.12338179156233156,0.5145228215767634,0.18410041841004185,0.39834024896265563
What is the difference between Taoism as religion and philosophy?,A3,0.11280082687283452,0.5041322314049587,0.175,0.3884297520661157
What is the difference between Taoism as religion and philosophy?,A4,0.09882059469430275,0.48760330578512395,0.15833333333333333,0.371900826446281
Why did Michel Barnier's government face a no-confidence vote?,A0,0.23914205511575654,0.7007299270072993,0.36029411764705876,0.5182481751824818
Why did Michel Barnier's government face a no-confidence vote?,A1,0.1987289335854293,0.6739130434782609,0.3284671532846716,0.4927536231884058
Why did Michel Barnier's government face a no-confidence vote?,A2,0.15961497307081374,0.6376811594202899,0.2773722627737227,0.463768115942029
Why did Michel Barnier's government face a no-confidence vote?,A3,0.14662309424105127,0.6204379562043796,0.2647058823529412,0.45255474452554745
Why did Michel Barnier's government face a no-confidence vote?,A4,0.13935156688266317,0.6058394160583942,0.25735294117647056,0.43795620437956206
When does something become objective (as opposed to subjective)?,A0,0.03276371639485085,0.5128205128205129,0.1038961038961039,0.3333333333333333
When does something become objective (as opposed to subjective)?,A1,0.03276371639485085,0.5128205128205129,0.1038961038961039,0.3333333333333333
When does something become objective (as opposed to subjective)?,A2,0.03276371639485085,0.5128205128205129,0.1038961038961039,0.3333333333333333
When does something become objective (as opposed to subjective)?,A3,0.03276371639485085,0.5128205128205129,0.1038961038961039,0.3333333333333333
When does something become objective (as opposed to subjective)?,A4,0.03276371639485085,0.5128205128205129,0.1038961038961039,0.3333333333333333
What was the Nazi rationale behind the Battle of the Atlantic?,A0,0.15084096273236064,0.5833333333333334,0.24096385542168677,0.47619047619047616
What was the Nazi rationale behind the Battle of the Atlantic?,A1,0.13016029474779997,0.5680473372781065,0.21556886227544908,0.4497041420118343
What was the Nazi rationale behind the Battle of the Atlantic?,A2,0.10985873267277814,0.5562130177514792,0.19161676646706585,0.43786982248520706
What was the Nazi rationale behind the Battle of the Atlantic?,A3,0.10690576239148745,0.5325443786982248,0.16766467065868262,0.41420118343195267
What was the Nazi rationale behind the Battle of the Atlantic?,A4,0.10690576239148745,0.5325443786982248,0.16766467065868262,0.41420118343195267
"What is the amount of oxygen and hydrogen that, once combined, produce water?",A0,0.29301197908759713,0.663101604278075,0.44324324324324327,0.6310160427807486
"What is the amount of oxygen and hydrogen that, once combined, produce water?",A1,0.28289803053512175,0.648936170212766,0.43010752688172044,0.6170212765957447
"What is the amount of oxygen and hydrogen that, once combined, produce water?",A2,0.25288155537112483,0.6310160427807486,0.4,0.5989304812834225
"What is the amount of oxygen and hydrogen that, once combined, produce water?",A3,0.2097190773442242,0.5989304812834225,0.34594594594594597,0.5561497326203207
"What is the amount of oxygen and hydrogen that, once combined, produce water?",A4,0.19375920317535428,0.5989304812834225,0.34594594594594597,0.5561497326203207
What is a platoon in Mobility Modelling?,A0,0.21364884461953998,0.5584415584415584,0.2631578947368421,0.49350649350649345
What is a platoon in Mobility Modelling?,A1,0.21364884461953998,0.5584415584415584,0.2631578947368421,0.49350649350649345
What is a platoon in Mobility Modelling?,A2,0.21364884461953998,0.5584415584415584,0.2631578947368421,0.49350649350649345
What is a platoon in Mobility Modelling?,A3,0.21364884461953998,0.5584415584415584,0.2631578947368421,0.49350649350649345
What is a platoon in Mobility Modelling?,A4,0.21364884461953998,0.5584415584415584,0.2631578947368421,0.49350649350649345
What's the origin of the Operating System Windows?,A0,0.1850578503822789,0.5966850828729283,0.2793296089385475,0.4419889502762431
What's the origin of the Operating System Windows?,A1,0.16263733031419034,0.585635359116022,0.2569832402234637,0.43093922651933697
What's the origin of the Operating System Windows?,A2,0.15582155529270553,0.574585635359116,0.23463687150837992,0.43093922651933697
What's the origin of the Operating System Windows?,A3,0.13882193728688946,0.56353591160221,0.2122905027932961,0.419889502762431
What's the origin of the Operating System Windows?,A4,0.13820902193423992,0.5524861878453039,0.2122905027932961,0.4088397790055249
"Who is buried in the Tomb of Alexander Stewart, and what is the condition of the tomb?",A0,0.3909693792107276,0.7142857142857143,0.472,0.634920634920635
"Who is buried in the Tomb of Alexander Stewart, and what is the condition of the tomb?",A1,0.3658888031636516,0.6984126984126984,0.448,0.619047619047619
"Who is buried in the Tomb of Alexander Stewart, and what is the condition of the tomb?",A2,0.36156119738397885,0.6904761904761905,0.44,0.611111111111111
"Who is buried in the Tomb of Alexander Stewart, and what is the condition of the tomb?",A3,0.35580513823859694,0.6825396825396826,0.424,0.6031746031746033
"Who is buried in the Tomb of Alexander Stewart, and what is the condition of the tomb?",A4,0.34474551035470696,0.6746031746031745,0.408,0.5952380952380951
"How long did the Siege of Mariupol last, and what was the outcome?",A0,0.29230513513190565,0.6973180076628354,0.4015444015444015,0.6053639846743295
"How long did the Siege of Mariupol last, and what was the outcome?",A1,0.22112699288276216,0.6743295019157087,0.34749034749034746,0.574712643678161
"How long did the Siege of Mariupol last, and what was the outcome?",A2,0.17700900923873883,0.6360153256704981,0.2934362934362934,0.5363984674329502
"How long did the Siege of Mariupol last, and what was the outcome?",A3,0.11740003380984979,0.5923076923076923,0.24031007751937986,0.48461538461538456
"How long did the Siege of Mariupol last, and what was the outcome?",A4,0.08888187150662107,0.5461538461538462,0.1937984496124031,0.4384615384615385
When was GPT-4 released and what are some of its capabilities?,A0,0.1728028902725904,0.7156862745098039,0.33663366336633666,0.5098039215686274
When was GPT-4 released and what are some of its capabilities?,A1,0.13786958789188034,0.6862745098039216,0.3069306930693069,0.4803921568627451
When was GPT-4 released and what are some of its capabilities?,A2,0.13455384635829892,0.6731707317073171,0.2955665024630542,0.47804878048780486
When was GPT-4 released and what are some of its capabilities?,A3,0.11425525272551869,0.6536585365853659,0.26600985221674883,0.4585365853658537
When was GPT-4 released and what are some of its capabilities?,A4,0.11229185510209447,0.6341463414634146,0.2463054187192118,0.4390243902439024
"What is the current status of the Myanmar civil war, and how many people have been internally displaced since the coup?",A0,0.2125098782862645,0.6435643564356436,0.32999999999999996,0.504950495049505
"What is the current status of the Myanmar civil war, and how many people have been internally displaced since the coup?",A1,0.18886343237818418,0.6138613861386139,0.3,0.4752475247524752
"What is the current status of the Myanmar civil war, and how many people have been internally displaced since the coup?",A2,0.15654789663912885,0.5841584158415841,0.25,0.4455445544554456
"What is the current status of the Myanmar civil war, and how many people have been internally displaced since the coup?",A3,0.11603553044821906,0.5643564356435643,0.21,0.4356435643564357
"What is the current status of the Myanmar civil war, and how many people have been internally displaced since the coup?",A4,0.11264107345740404,0.537313432835821,0.19095477386934673,0.4079601990049752
"What sparked the civil unrest and protests in Iran in September 2022, and what were the main demands of the protesters?",A0,0.18151648798070422,0.5821596244131455,0.24644549763033174,0.4882629107981221
"What sparked the civil unrest and protests in Iran in September 2022, and what were the main demands of the protesters?",A1,0.18084543587442634,0.5727699530516432,0.24644549763033174,0.4882629107981221
"What sparked the civil unrest and protests in Iran in September 2022, and what were the main demands of the protesters?",A2,0.11009245605054445,0.5446009389671362,0.1990521327014218,0.46009389671361506
"What sparked the civil unrest and protests in Iran in September 2022, and what were the main demands of the protesters?",A3,0.1039517565200823,0.5258215962441315,0.18009478672985785,0.4413145539906103
"What sparked the civil unrest and protests in Iran in September 2022, and what were the main demands of the protesters?",A4,0.1039517565200823,0.5258215962441315,0.18009478672985785,0.4413145539906103
What are some measures for pandemic prevention?,A0,0.13506865261661405,0.6086956521739131,0.25274725274725274,0.47826086956521735
What are some measures for pandemic prevention?,A1,0.13506865261661405,0.6086956521739131,0.25274725274725274,0.47826086956521735
What are some measures for pandemic prevention?,A2,0.13506865261661405,0.6086956521739131,0.25274725274725274,0.47826086956521735
What are some measures for pandemic prevention?,A3,0.13506865261661405,0.6086956521739131,0.25274725274725274,0.47826086956521735
What are some measures for pandemic prevention?,A4,0.13506865261661405,0.6086956521739131,0.25274725274725274,0.47826086956521735
"What is the purpose of the Rainbow Plaque programme in the UK, and how does it compare to other plaque programmes?",A0,0.08562425466940457,0.6058394160583942,0.20588235294117646,0.40875912408759124
"What is the purpose of the Rainbow Plaque programme in the UK, and how does it compare to other plaque programmes?",A1,0.08461955799499721,0.5985401459854015,0.19852941176470587,0.40875912408759124
"What is the purpose of the Rainbow Plaque programme in the UK, and how does it compare to other plaque programmes?",A2,0.08015958953624236,0.583941605839416,0.19117647058823534,0.40145985401459855
"What is the purpose of the Rainbow Plaque programme in the UK, and how does it compare to other plaque programmes?",A3,0.05775741744712749,0.5693430656934306,0.1691176470588235,0.3868613138686131
"What is the purpose of the Rainbow Plaque programme in the UK, and how does it compare to other plaque programmes?",A4,0.057231731699868484,0.5672727272727274,0.1684981684981685,0.38545454545454544
What is the Zubaydah Trail and when was it constructed?,A0,0.3581712167864499,0.7455197132616487,0.42599277978339345,0.6093189964157706
What is the Zubaydah Trail and when was it constructed?,A1,0.3141177289182232,0.7071428571428572,0.3741007194244604,0.5714285714285714
What is the Zubaydah Trail and when was it constructed?,A2,0.24808875572613762,0.6690647482014389,0.31159420289855067,0.5323741007194244
What is the Zubaydah Trail and when was it constructed?,A3,0.21300015726616595,0.6263345195729537,0.25806451612903225,0.49110320284697506
What is the Zubaydah Trail and when was it constructed?,A4,0.20078954120660858,0.6093189964157706,0.2382671480144404,0.48028673835125446
"What is the purpose of the Modernizing Opioid Treatment Access Act, and how does it aim to expand access to methadone for patients with opioid use disorder?",A0,0.1768690380925193,0.6188340807174888,0.23529411764705882,0.5022421524663676
"What is the purpose of the Modernizing Opioid Treatment Access Act, and how does it aim to expand access to methadone for patients with opioid use disorder?",A1,0.12697778289350117,0.5829596412556054,0.1990950226244344,0.4753363228699552
"What is the purpose of the Modernizing Opioid Treatment Access Act, and how does it aim to expand access to methadone for patients with opioid use disorder?",A2,0.12697778289350117,0.5829596412556054,0.1990950226244344,0.4753363228699552
"What is the purpose of the Modernizing Opioid Treatment Access Act, and how does it aim to expand access to methadone for patients with opioid use disorder?",A3,0.12697778289350117,0.5829596412556054,0.1990950226244344,0.4753363228699552
"What is the purpose of the Modernizing Opioid Treatment Access Act, and how does it aim to expand access to methadone for patients with opioid use disorder?",A4,0.12697778289350117,0.5829596412556054,0.1990950226244344,0.4753363228699552
What factors contributed to the Sri Lankan economic crisis?,A0,0.17356207006398883,0.6742424242424242,0.2977099236641222,0.5378787878787878
What factors contributed to the Sri Lankan economic crisis?,A1,0.17220882006949043,0.6666666666666666,0.2900763358778625,0.5303030303030303
What factors contributed to the Sri Lankan economic crisis?,A2,0.17220882006949043,0.6666666666666666,0.2900763358778625,0.5303030303030303
What factors contributed to the Sri Lankan economic crisis?,A3,0.15011707303073735,0.6539923954372623,0.2681992337164751,0.5171102661596958
What factors contributed to the Sri Lankan economic crisis?,A4,0.15011707303073735,0.6539923954372623,0.2681992337164751,0.5171102661596958
"When did Trolleybus Route 20 in Shanghai start its operations, and what landmarks does it pass by?",A0,0.6006069920958307,0.8625954198473282,0.676923076923077,0.83206106870229
"When did Trolleybus Route 20 in Shanghai start its operations, and what landmarks does it pass by?",A1,0.521619851704999,0.8015267175572518,0.6000000000000001,0.7709923664122138
"When did Trolleybus Route 20 in Shanghai start its operations, and what landmarks does it pass by?",A2,0.46973225583003947,0.7586206896551724,0.5482625482625483,0.7356321839080461
"When did Trolleybus Route 20 in Shanghai start its operations, and what landmarks does it pass by?",A3,0.3791101399324911,0.6506024096385542,0.4210526315789474,0.6184738955823292
"When did Trolleybus Route 20 in Shanghai start its operations, and what landmarks does it pass by?",A4,0.3218476200049024,0.6349206349206349,0.376,0.6031746031746033
"What types of volcanoes are found on Venus, and how do they differ from those on Earth?",A0,0.3864030009208268,0.7318435754189944,0.46067415730337075,0.6424581005586592
"What types of volcanoes are found on Venus, and how do they differ from those on Earth?",A1,0.3646051350999225,0.7186629526462396,0.4369747899159664,0.6295264623955431
"What types of volcanoes are found on Venus, and how do they differ from those on Earth?",A2,0.35185851778583077,0.713091922005571,0.4257703081232493,0.6239554317548747
"What types of volcanoes are found on Venus, and how do they differ from those on Earth?",A3,0.3348514239031066,0.7039106145251397,0.41011235955056174,0.6145251396648045
"What types of volcanoes are found on Venus, and how do they differ from those on Earth?",A4,0.3180724656854987,0.6946778711484592,0.3943661971830986,0.6050420168067225
"What caused the crash of Yeti Airlines Flight 691 in Pokhara, Nepal?",A0,0.2874402158210388,0.6885245901639343,0.38943894389438943,0.5704918032786885
"What caused the crash of Yeti Airlines Flight 691 in Pokhara, Nepal?",A1,0.2746133563563946,0.6688524590163936,0.36963696369636967,0.5573770491803278
"What caused the crash of Yeti Airlines Flight 691 in Pokhara, Nepal?",A2,0.286807780271826,0.6819672131147543,0.38943894389438943,0.5704918032786885
"What caused the crash of Yeti Airlines Flight 691 in Pokhara, Nepal?",A3,0.2694480032167956,0.6557377049180327,0.36303630363036304,0.5442622950819672
"What caused the crash of Yeti Airlines Flight 691 in Pokhara, Nepal?",A4,0.2694478089602261,0.65359477124183,0.3618421052631579,0.542483660130719
"When was the Roanoke and Tar River Railroad fully merged into the Seaboard Air Line Railway network, and what happened to the line after that?",A0,0.327394622112941,0.7508305647840533,0.4816053511705686,0.6312292358803987
"When was the Roanoke and Tar River Railroad fully merged into the Seaboard Air Line Railway network, and what happened to the line after that?",A1,0.3070437992843307,0.717607973421927,0.44147157190635455,0.6046511627906976
"When was the Roanoke and Tar River Railroad fully merged into the Seaboard Air Line Railway network, and what happened to the line after that?",A2,0.2734444165309138,0.6864686468646863,0.39867109634551495,0.5742574257425743
"When was the Roanoke and Tar River Railroad fully merged into the Seaboard Air Line Railway network, and what happened to the line after that?",A3,0.2528310005890099,0.6534653465346535,0.3588039867109635,0.5544554455445543
"When was the Roanoke and Tar River Railroad fully merged into the Seaboard Air Line Railway network, and what happened to the line after that?",A4,0.2374594877006634,0.6378737541528239,0.31438127090301,0.53156146179402
"Which countries and international organizations have imposed sanctions against Russia and Crimea, and what were the reasons for these sanctions?",A0,0.3354231381629938,0.657439446366782,0.43205574912891986,0.57439446366782
"Which countries and international organizations have imposed sanctions against Russia and Crimea, and what were the reasons for these sanctions?",A1,0.2761048911623709,0.6228373702422144,0.3693379790940767,0.5397923875432525
"Which countries and international organizations have imposed sanctions against Russia and Crimea, and what were the reasons for these sanctions?",A2,0.2381830462044845,0.5813148788927336,0.33449477351916374,0.4982698961937716
"Which countries and international organizations have imposed sanctions against Russia and Crimea, and what were the reasons for these sanctions?",A3,0.2369259944145909,0.5882352941176471,0.33449477351916374,0.5051903114186852
"Which countries and international organizations have imposed sanctions against Russia and Crimea, and what were the reasons for these sanctions?",A4,0.2055021905398871,0.546712802768166,0.29268292682926833,0.4636678200692041
"What caused the ethnic violence in Manipur in 2023, and what were the consequences of the violence?",A0,0.31344461574015914,0.6754966887417219,0.4133333333333334,0.6026490066225165
"What caused the ethnic violence in Manipur in 2023, and what were the consequences of the violence?",A1,0.2892073441424092,0.6578073089700995,0.3812709030100334,0.584717607973422
"What caused the ethnic violence in Manipur in 2023, and what were the consequences of the violence?",A2,0.24804647992467851,0.6378737541528239,0.34113712374581945,0.5647840531561462
"What caused the ethnic violence in Manipur in 2023, and what were the consequences of the violence?",A3,0.24777005946795871,0.6179401993355481,0.32107023411371244,0.5448504983388704
"What caused the ethnic violence in Manipur in 2023, and what were the consequences of the violence?",A4,0.21883048751251113,0.6006600660066007,0.292358803986711,0.528052805280528
"What was the cause of the rebellion staged by the Wagner Group in 2023, and how did it end?",A0,0.23798780593497768,0.7070707070707071,0.39322033898305087,0.6060606060606061
"What was the cause of the rebellion staged by the Wagner Group in 2023, and how did it end?",A1,0.22841534363547789,0.68013468013468,0.35932203389830514,0.579124579124579
"What was the cause of the rebellion staged by the Wagner Group in 2023, and how did it end?",A2,0.21459616554761873,0.6666666666666666,0.3254237288135593,0.5589225589225589
"What was the cause of the rebellion staged by the Wagner Group in 2023, and how did it end?",A3,0.17602411180545194,0.5993265993265994,0.2711864406779661,0.5117845117845118
"What was the cause of the rebellion staged by the Wagner Group in 2023, and how did it end?",A4,0.16081956737624026,0.5723905723905723,0.2576271186440678,0.4983164983164983
What are the main science objectives of the JUICE orbiter and what moons will it study?,A0,0.20721612708961296,0.6754966887417219,0.2866666666666667,0.509933774834437
What are the main science objectives of the JUICE orbiter and what moons will it study?,A1,0.18499095332060872,0.6490066225165563,0.2733333333333333,0.49668874172185434
What are the main science objectives of the JUICE orbiter and what moons will it study?,A2,0.1745117474981333,0.6357615894039735,0.26666666666666666,0.48344370860927144
What are the main science objectives of the JUICE orbiter and what moons will it study?,A3,0.17319154780677115,0.6291390728476821,0.26,0.48344370860927144
What are the main science objectives of the JUICE orbiter and what moons will it study?,A4,0.17319154780677115,0.6291390728476821,0.26,0.48344370860927144
What is the objective of the Uzbekistan-Afghanistan-Pakistan Railway Project and how is it expected to enhance trade and logistics efficiency?,A0,0.30564775248468135,0.7492063492063492,0.4089456869009585,0.5714285714285713
What is the objective of the Uzbekistan-Afghanistan-Pakistan Railway Project and how is it expected to enhance trade and logistics efficiency?,A1,0.27951679598330886,0.7301587301587302,0.38338658146964855,0.5523809523809523
What is the objective of the Uzbekistan-Afghanistan-Pakistan Railway Project and how is it expected to enhance trade and logistics efficiency?,A2,0.2589320668817787,0.7028753993610223,0.3665594855305467,0.536741214057508
What is the objective of the Uzbekistan-Afghanistan-Pakistan Railway Project and how is it expected to enhance trade and logistics efficiency?,A3,0.23909604353632627,0.6815286624203822,0.3461538461538461,0.5222929936305732
What is the objective of the Uzbekistan-Afghanistan-Pakistan Railway Project and how is it expected to enhance trade and logistics efficiency?,A4,0.22181930254381088,0.6687898089171973,0.3269230769230769,0.5095541401273885
What is theranostics and how does it combine diagnostic and therapeutic approaches in precision medicine?,A0,0.15712871968755585,0.6714801444043321,0.2545454545454545,0.4548736462093863
What is theranostics and how does it combine diagnostic and therapeutic approaches in precision medicine?,A1,0.15712871968755585,0.6714801444043321,0.2545454545454545,0.4548736462093863
What is theranostics and how does it combine diagnostic and therapeutic approaches in precision medicine?,A2,0.15712871968755585,0.6714801444043321,0.2545454545454545,0.4548736462093863
What is theranostics and how does it combine diagnostic and therapeutic approaches in precision medicine?,A3,0.15712871968755585,0.6714801444043321,0.2545454545454545,0.4548736462093863
What is theranostics and how does it combine diagnostic and therapeutic approaches in precision medicine?,A4,0.15712871968755585,0.6714801444043321,0.2545454545454545,0.4548736462093863
What is the human climate niche and how is it estimated?,A0,0.21501074731046446,0.6666666666666667,0.3009404388714733,0.5482866043613708
What is the human climate niche and how is it estimated?,A1,0.18260154285995778,0.6479750778816199,0.2758620689655172,0.5295950155763242
What is the human climate niche and how is it estimated?,A2,0.17859688461377993,0.6417445482866043,0.2695924764890282,0.5233644859813084
What is the human climate niche and how is it estimated?,A3,0.16569365045458745,0.6292834890965732,0.2507836990595611,0.5109034267912772
What is the human climate niche and how is it estimated?,A4,0.1653258487406445,0.6168224299065421,0.2382445141065831,0.4984423676012461
"How many teams participate in the Turkish Women's Football Super League, and what is the format of the league?",A0,0.33378391743784597,0.7771739130434782,0.4754098360655738,0.6358695652173914
"How many teams participate in the Turkish Women's Football Super League, and what is the format of the league?",A1,0.29674629134636105,0.7520435967302452,0.4383561643835616,0.6158038147138964
"How many teams participate in the Turkish Women's Football Super League, and what is the format of the league?",A2,0.2859253282775645,0.7411444141689373,0.42191780821917807,0.5994550408719346
"How many teams participate in the Turkish Women's Football Super League, and what is the format of the league?",A3,0.28801677690756955,0.7158469945355191,0.39010989010989017,0.5737704918032787
"How many teams participate in the Turkish Women's Football Super League, and what is the format of the league?",A4,0.2649314113560176,0.7068493150684931,0.3360881542699724,0.5534246575342466
"What were the temperatures and snowfall amounts during the cold snap in Afghanistan in January 2023, and how many people and livestock were affected?",A0,0.2707576430908476,0.694267515923567,0.35256410256410253,0.4840764331210191
"What were the temperatures and snowfall amounts during the cold snap in Afghanistan in January 2023, and how many people and livestock were affected?",A1,0.2439393572239097,0.6751592356687899,0.3269230769230769,0.4649681528662421
"What were the temperatures and snowfall amounts during the cold snap in Afghanistan in January 2023, and how many people and livestock were affected?",A2,0.21666644194451562,0.6687898089171974,0.3141025641025641,0.4585987261146497
